"Case.Earliest.Date","Confirmation.Status","Gender","Age.Group","Hospitalization","ICU","Death","Race","Count"
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","Missing","Missing","No","Unknown",1
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","No","Missing","Missing","Asian",1
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","No","Missing","Missing","African American",1
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","No","Missing","Missing","Unknown",1
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","No","Missing","Missing","Caucasian",4
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","No","Missing","No","Latino",1
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","No","Missing","No","Unknown",2
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","No","Missing","No","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","No","Missing","Unknown","African American",1
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","No","No","Missing","Latino",1
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","No","No","No","Asian",1
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","No","No","No","African American",1
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","No","No","No","Multiracial/Other",1
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","No","No","No","Unknown",2
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","No","No","No","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","No","No","Unknown","African American",1
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","No","No","Unknown","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","No","Unknown","No","African American",1
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","No","Unknown","No","Unknown",1
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","No","Unknown","No","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","Unknown","Unknown","No","Latino",1
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","Yes","No","No","Latino",1
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","Yes","No","No","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","Yes","Unknown","No","Latino",1
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","Yes","Unknown","No","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","Yes","Unknown","Unknown","Asian",1
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","Yes","Unknown","Unknown","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","Yes","Yes","No","Unknown",1
"2020/02/28","Laboratory-confirmed case","Female","40 - 49","Yes","Yes","No","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","50 - 59","Missing","Missing","Missing","Unknown",2
"2020/02/28","Laboratory-confirmed case","Female","50 - 59","Missing","Missing","Missing","Caucasian",2
"2020/02/28","Laboratory-confirmed case","Female","50 - 59","No","Missing","Missing","Asian",1
"2020/02/28","Laboratory-confirmed case","Female","50 - 59","No","Missing","Missing","Latino",1
"2020/02/28","Laboratory-confirmed case","Female","50 - 59","No","Missing","Missing","Unknown",1
"2020/02/28","Laboratory-confirmed case","Female","50 - 59","No","Missing","Missing","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","50 - 59","No","Missing","No","Asian",1
"2020/02/28","Laboratory-confirmed case","Female","50 - 59","No","Missing","No","African American",1
"2020/02/28","Laboratory-confirmed case","Female","50 - 59","No","Missing","No","Latino",3
"2020/02/28","Laboratory-confirmed case","Female","50 - 59","No","Missing","Unknown","Unknown",1
"2020/02/28","Laboratory-confirmed case","Female","50 - 59","No","No","No","Asian",1
"2020/02/28","Laboratory-confirmed case","Female","50 - 59","No","No","No","Latino",1
"2020/02/28","Laboratory-confirmed case","Female","50 - 59","No","No","No","Unknown",1
"2020/02/28","Laboratory-confirmed case","Female","50 - 59","No","No","No","Caucasian",2
"2020/02/28","Laboratory-confirmed case","Female","50 - 59","No","No","Unknown","Unknown",1
"2020/02/28","Laboratory-confirmed case","Female","50 - 59","No","Unknown","No","African American",1
"2020/02/28","Laboratory-confirmed case","Female","50 - 59","No","Unknown","No","Unknown",2
"2020/02/28","Laboratory-confirmed case","Female","50 - 59","No","Unknown","No","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","50 - 59","Unknown","Missing","No","Unknown",3
"2020/02/28","Laboratory-confirmed case","Female","50 - 59","Yes","No","No","Asian",1
"2020/02/28","Laboratory-confirmed case","Female","50 - 59","Yes","Unknown","No","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","50 - 59","Yes","Unknown","Unknown","Asian",1
"2020/02/28","Laboratory-confirmed case","Female","50 - 59","Yes","Unknown","Unknown","African American",1
"2020/02/28","Laboratory-confirmed case","Female","50 - 59","Yes","Unknown","Unknown","Unknown",2
"2020/02/28","Laboratory-confirmed case","Female","60 - 69","Missing","Missing","Missing","Unknown",2
"2020/02/28","Laboratory-confirmed case","Female","60 - 69","Missing","Missing","Missing","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","60 - 69","No","Missing","Missing","Caucasian",2
"2020/02/28","Laboratory-confirmed case","Female","60 - 69","No","Missing","No","Asian",1
"2020/02/28","Laboratory-confirmed case","Female","60 - 69","No","Missing","No","African American",3
"2020/02/28","Laboratory-confirmed case","Female","60 - 69","No","Missing","No","Multiracial/Other",1
"2020/02/28","Laboratory-confirmed case","Female","60 - 69","No","Missing","No","Unknown",1
"2020/02/28","Laboratory-confirmed case","Female","60 - 69","No","Missing","No","Caucasian",3
"2020/02/28","Laboratory-confirmed case","Female","60 - 69","No","No","No","Unknown",1
"2020/02/28","Laboratory-confirmed case","Female","60 - 69","No","No","No","Caucasian",2
"2020/02/28","Laboratory-confirmed case","Female","60 - 69","No","No","Unknown","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","60 - 69","No","Unknown","No","Unknown",2
"2020/02/28","Laboratory-confirmed case","Female","60 - 69","No","Unknown","No","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","60 - 69","Yes","Missing","No","Asian",1
"2020/02/28","Laboratory-confirmed case","Female","60 - 69","Yes","Missing","No","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","60 - 69","Yes","No","No","Multiracial/Other",1
"2020/02/28","Laboratory-confirmed case","Female","60 - 69","Yes","No","No","Caucasian",2
"2020/02/28","Laboratory-confirmed case","Female","60 - 69","Yes","No","Unknown","Latino",1
"2020/02/28","Laboratory-confirmed case","Female","60 - 69","Yes","No","Yes","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","60 - 69","Yes","Unknown","No","Asian",1
"2020/02/28","Laboratory-confirmed case","Female","60 - 69","Yes","Unknown","No","Caucasian",2
"2020/02/28","Laboratory-confirmed case","Female","60 - 69","Yes","Unknown","Unknown","African American",2
"2020/02/28","Laboratory-confirmed case","Female","60 - 69","Yes","Unknown","Unknown","Unknown",3
"2020/02/28","Laboratory-confirmed case","Female","60 - 69","Yes","Unknown","Unknown","Caucasian",2
"2020/02/28","Laboratory-confirmed case","Female","60 - 69","Yes","Yes","No","Asian",1
"2020/02/28","Laboratory-confirmed case","Female","60 - 69","Yes","Yes","Yes","African American",1
"2020/02/28","Laboratory-confirmed case","Female","70 - 79","Missing","Missing","Missing","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","70 - 79","No","Missing","Missing","Latino",1
"2020/02/28","Laboratory-confirmed case","Female","70 - 79","No","Missing","Missing","Unknown",1
"2020/02/28","Laboratory-confirmed case","Female","70 - 79","No","Missing","No","Unknown",1
"2020/02/28","Laboratory-confirmed case","Female","70 - 79","No","No","No","African American",2
"2020/02/28","Laboratory-confirmed case","Female","70 - 79","No","No","No","Latino",1
"2020/02/28","Laboratory-confirmed case","Female","70 - 79","No","No","No","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","70 - 79","No","Unknown","No","Unknown",1
"2020/02/28","Laboratory-confirmed case","Female","70 - 79","Yes","Missing","No","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","70 - 79","Yes","Missing","Yes","African American",1
"2020/02/28","Laboratory-confirmed case","Female","70 - 79","Yes","No","Missing","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","70 - 79","Yes","No","No","Asian",1
"2020/02/28","Laboratory-confirmed case","Female","70 - 79","Yes","No","No","Latino",1
"2020/02/28","Laboratory-confirmed case","Female","70 - 79","Yes","No","Yes","Latino",1
"2020/02/28","Laboratory-confirmed case","Female","70 - 79","Yes","Unknown","Missing","Unknown",1
"2020/02/28","Laboratory-confirmed case","Female","70 - 79","Yes","Unknown","No","Unknown",3
"2020/02/28","Laboratory-confirmed case","Female","70 - 79","Yes","Unknown","Unknown","Latino",1
"2020/02/28","Laboratory-confirmed case","Female","70 - 79","Yes","Yes","No","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","70 - 79","Yes","Yes","Unknown","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","80+","Missing","Missing","Missing","Unknown",1
"2020/02/28","Laboratory-confirmed case","Female","80+","Missing","Missing","Missing","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","80+","No","Missing","No","Unknown",2
"2020/02/28","Laboratory-confirmed case","Female","80+","No","Missing","No","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","80+","Yes","Missing","Missing","Missing",1
"2020/02/28","Laboratory-confirmed case","Female","80+","Yes","Missing","Yes","Caucasian",2
"2020/02/28","Laboratory-confirmed case","Female","80+","Yes","Unknown","Unknown","Latino",1
"2020/02/28","Laboratory-confirmed case","Female","80+","Yes","Unknown","Unknown","Unknown",3
"2020/02/28","Laboratory-confirmed case","Female","80+","Yes","Unknown","Unknown","Caucasian",2
"2020/02/28","Laboratory-confirmed case","Female","80+","Yes","Unknown","Yes","African American",2
"2020/02/28","Laboratory-confirmed case","Female","80+","Yes","Unknown","Yes","Unknown",1
"2020/02/28","Laboratory-confirmed case","Female","80+","Yes","Yes","Missing","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","80+","Yes","Yes","No","Unknown",1
"2020/02/28","Laboratory-confirmed case","Female","80+","Yes","Yes","No","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Female","80+","Yes","Yes","Yes","Missing",1
"2020/02/28","Laboratory-confirmed case","Female","80+","Yes","Yes","Yes","Multiracial/Other",1
"2020/02/28","Laboratory-confirmed case","Female","80+","Yes","Yes","Yes","Caucasian",2
"2020/02/28","Laboratory-confirmed case","Male","0 - 9","Missing","Missing","Missing","Unknown",1
"2020/02/28","Laboratory-confirmed case","Male","10 - 19","Missing","No","Missing","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Male","10 - 19","No","No","No","Unknown",1
"2020/02/28","Laboratory-confirmed case","Male","10 - 19","Yes","Missing","No","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Male","10 - 19","Yes","Unknown","Unknown","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Male","20 - 29","Missing","Missing","Missing","Latino",1
"2020/02/28","Laboratory-confirmed case","Male","20 - 29","No","Missing","Missing","Latino",1
"2020/02/28","Laboratory-confirmed case","Male","20 - 29","No","Missing","Missing","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Male","20 - 29","No","Missing","No","Asian",1
"2020/02/28","Laboratory-confirmed case","Male","20 - 29","No","Missing","No","Unknown",2
"2020/02/28","Laboratory-confirmed case","Male","20 - 29","No","No","No","African American",1
"2020/02/28","Laboratory-confirmed case","Male","20 - 29","Unknown","Unknown","No","African American",1
"2020/02/28","Laboratory-confirmed case","Male","20 - 29","Unknown","Unknown","Unknown","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Male","20 - 29","Yes","No","Missing","Latino",1
"2020/02/28","Laboratory-confirmed case","Male","20 - 29","Yes","No","No","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Male","20 - 29","Yes","Unknown","Unknown","African American",1
"2020/02/28","Laboratory-confirmed case","Male","30 - 39","Missing","Missing","Missing","AIAN",1
"2020/02/28","Laboratory-confirmed case","Male","30 - 39","Missing","Missing","Missing","Unknown",1
"2020/02/28","Laboratory-confirmed case","Male","30 - 39","Missing","Missing","Missing","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Male","30 - 39","No","Missing","Missing","Latino",1
"2020/02/28","Laboratory-confirmed case","Male","30 - 39","No","Missing","No","Asian",2
"2020/02/28","Laboratory-confirmed case","Male","30 - 39","No","Missing","No","Multiracial/Other",1
"2020/02/28","Laboratory-confirmed case","Male","30 - 39","No","No","No","Caucasian",2
"2020/02/28","Laboratory-confirmed case","Male","30 - 39","No","No","Unknown","African American",1
"2020/02/28","Laboratory-confirmed case","Male","30 - 39","No","Unknown","No","Asian",1
"2020/02/28","Laboratory-confirmed case","Male","30 - 39","No","Unknown","No","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Male","30 - 39","Unknown","Unknown","Unknown","African American",1
"2020/02/28","Laboratory-confirmed case","Male","30 - 39","Unknown","Unknown","Unknown","Unknown",2
"2020/02/28","Laboratory-confirmed case","Male","30 - 39","Yes","No","Missing","African American",1
"2020/02/28","Laboratory-confirmed case","Male","30 - 39","Yes","Unknown","Unknown","Multiracial/Other",1
"2020/02/28","Laboratory-confirmed case","Male","30 - 39","Yes","Unknown","Unknown","Unknown",3
"2020/02/28","Laboratory-confirmed case","Male","40 - 49","Missing","Missing","Missing","African American",1
"2020/02/28","Laboratory-confirmed case","Male","40 - 49","Missing","Missing","Missing","Latino",1
"2020/02/28","Laboratory-confirmed case","Male","40 - 49","Missing","Missing","Missing","Missing",1
"2020/02/28","Laboratory-confirmed case","Male","40 - 49","Missing","Missing","Missing","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Male","40 - 49","No","Missing","Missing","Asian",1
"2020/02/28","Laboratory-confirmed case","Male","40 - 49","No","Missing","Missing","Missing",1
"2020/02/28","Laboratory-confirmed case","Male","40 - 49","No","Missing","Missing","Multiracial/Other",1
"2020/02/28","Laboratory-confirmed case","Male","40 - 49","No","Missing","Missing","Unknown",1
"2020/02/28","Laboratory-confirmed case","Male","40 - 49","No","Missing","No","African American",1
"2020/02/28","Laboratory-confirmed case","Male","40 - 49","No","Missing","No","Latino",1
"2020/02/28","Laboratory-confirmed case","Male","40 - 49","No","Missing","No","Unknown",3
"2020/02/28","Laboratory-confirmed case","Male","40 - 49","No","Missing","No","Caucasian",3
"2020/02/28","Laboratory-confirmed case","Male","40 - 49","No","Missing","Unknown","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Male","40 - 49","No","No","No","Caucasian",3
"2020/02/28","Laboratory-confirmed case","Male","40 - 49","No","Unknown","No","Latino",1
"2020/02/28","Laboratory-confirmed case","Male","40 - 49","No","Unknown","No","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Male","40 - 49","Yes","No","Missing","Caucasian",1
"2020/02/28","Laboratory-confirmed case","Male","40 - 49","Yes","No","No","Latino",1
"2020/02/28","Laboratory-confirmed case","Male","40 - 49","Yes","No","No","Unknown",2
"2020/02/28","Laboratory-confirmed case","Male","40 - 49","Yes","Unknown","Unknown","Unknown",1
"2020/02/28","Laboratory-confirmed case","Male","40 - 49","Yes","Unknown","Unknown","Caucasian",2
"2020/02/28","Laboratory-confirmed case","Male","40 - 49","Yes","Yes","No","Asian",1
"2020/02/28","Laboratory-confirmed case","Male","40 - 49","Yes","Yes","Yes","Latino",1
"2020/02/28","Laboratory-confirmed case","Male","40 - 49","Yes","Yes","Yes","Unknown",1
"2020/02/28","Laboratory-confirmed case","Male","50 - 59","Missing","Missing","Missing","Unknown",2
